2021-07-06 13:52:29,026 [http-nio-8888-exec-10] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:15:16,336 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,336 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,337 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,343 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,343 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,344 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,371 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.314 seconds (JVM running for 5.5)
2021-07-06 15:15:22,091 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 15:15:22,091 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 15:15:22,094 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 1 ms
2021-07-06 15:15:22,118 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:15:22,157 [http-nio-8888-exec-1] INFO  com.zaxxer.hikari.HikariDataSource 110 - HikariPool-1 - Starting...
2021-07-06 15:15:22,261 [http-nio-8888-exec-1] INFO  com.zaxxer.hikari.HikariDataSource 123 - HikariPool-1 - Start completed.
2021-07-06 15:15:22,345 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 41 - 方法开始调用之后
2021-07-06 15:15:22,345 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 15:15:41,011 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 15728 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 15:15:41,014 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 15:15:42,236 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 15:15:42,239 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 15:15:42,260 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-07-06 15:15:42,371 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 15:15:42,372 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 15:15:42,934 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 15:15:42,942 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 15:15:42,942 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 15:15:42,943 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 15:15:43,061 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 15:15:43,061 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1998 ms
2021-07-06 15:15:44,924 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 15:15:44,940 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 15:15:45,062 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,087 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,088 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,092 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,103 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,104 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,105 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,109 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,110 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,110 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:45,132 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.632 seconds (JVM running for 5.757)
2021-07-06 15:19:13,020 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 18144 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 15:19:13,023 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 15:19:14,037 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 15:19:14,039 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 15:19:14,060 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-07-06 15:19:14,169 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 15:19:14,170 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 15:19:14,725 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 15:19:14,732 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 15:19:14,733 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 15:19:14,733 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 15:19:14,881 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 15:19:14,881 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1812 ms
2021-07-06 15:19:16,744 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 15:19:16,761 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 15:19:16,877 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,902 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,902 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,907 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,920 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,921 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,921 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,925 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,925 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,926 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:19:16,948 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.456 seconds (JVM running for 5.781)
2021-07-06 15:19:32,337 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 15:19:32,337 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 15:19:32,339 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 2 ms
2021-07-06 15:19:32,365 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:19:32,369 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 15:23:44,363 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 8488 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 15:23:44,366 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 15:23:45,385 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 15:23:45,387 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 15:23:45,408 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-07-06 15:23:45,516 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 15:23:45,517 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 15:23:46,041 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 15:23:46,049 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 15:23:46,049 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 15:23:46,049 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 15:23:46,199 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 15:23:46,200 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1790 ms
2021-07-06 15:23:48,129 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 15:23:48,146 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 15:23:48,265 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,290 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,291 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,294 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,305 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,307 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,308 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,312 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,312 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,313 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:23:48,335 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.432 seconds (JVM running for 5.645)
2021-07-06 15:23:52,394 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 15:23:52,394 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 15:23:52,396 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 2 ms
2021-07-06 15:23:52,419 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:23:52,425 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 15:27:28,263 [http-nio-8888-exec-3] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:27:28,283 [http-nio-8888-exec-3] INFO  com.zaxxer.hikari.HikariDataSource 110 - HikariPool-1 - Starting...
2021-07-06 15:27:28,390 [http-nio-8888-exec-3] INFO  com.zaxxer.hikari.HikariDataSource 123 - HikariPool-1 - Start completed.
2021-07-06 15:27:28,468 [http-nio-8888-exec-3] INFO  com.example.Aop.AopConfig 41 - 方法开始调用之后
2021-07-06 15:27:28,468 [http-nio-8888-exec-3] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 15:27:31,973 [http-nio-8888-exec-4] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:27:31,975 [http-nio-8888-exec-4] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 15:28:42,726 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 15772 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 15:28:42,728 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 15:28:43,717 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 15:28:43,719 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 15:28:43,740 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2021-07-06 15:28:43,918 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 15:28:43,920 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 15:28:44,554 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 15:28:44,562 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 15:28:44,562 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 15:28:44,562 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 15:28:44,709 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 15:28:44,710 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1931 ms
2021-07-06 15:28:46,665 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 15:28:46,681 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 15:28:46,806 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,831 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,831 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,835 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,847 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,847 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,848 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,851 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,852 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,852 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:28:46,875 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.605 seconds (JVM running for 5.794)
2021-07-06 15:28:49,563 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 15:28:49,563 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 15:28:49,565 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 1 ms
2021-07-06 15:28:49,590 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:28:49,593 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 15:40:45,367 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 7788 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 15:40:45,369 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 15:40:46,455 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 15:40:46,457 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 15:40:46,484 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2021-07-06 15:40:46,604 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 15:40:46,604 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 15:40:47,134 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 15:40:47,142 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 15:40:47,142 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 15:40:47,143 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 15:40:47,268 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 15:40:47,268 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1854 ms
2021-07-06 15:40:49,227 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 15:40:49,243 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 15:40:49,360 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,394 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,394 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,398 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,413 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,414 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,414 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,418 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,419 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,420 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:40:49,447 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.537 seconds (JVM running for 5.679)
2021-07-06 15:40:49,469 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 15:40:49,469 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 15:40:49,471 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 2 ms
2021-07-06 15:40:49,495 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 15:40:49,533 [http-nio-8888-exec-1] INFO  com.zaxxer.hikari.HikariDataSource 110 - HikariPool-1 - Starting...
2021-07-06 15:40:49,640 [http-nio-8888-exec-1] INFO  com.zaxxer.hikari.HikariDataSource 123 - HikariPool-1 - Start completed.
2021-07-06 15:40:49,727 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 41 - 方法开始调用之后
2021-07-06 15:40:49,728 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
